CLIMATE_IDENTIFIER,CSDUID,CSDNAME,PRUID,PRNAME,CDUID,CDNAME
6040325,3558090,"Thunder Bay, Unorganized",35,Ontario,3558,Thunder Bay
6040327,3558090,"Thunder Bay, Unorganized",35,Ontario,3558,Thunder Bay
6041110,3558090,"Thunder Bay, Unorganized",35,Ontario,3558,Thunder Bay
6041222,3558090,"Thunder Bay, Unorganized",35,Ontario,3558,Thunder Bay
6042717,3558075,Greenstone,35,Ontario,3558,Thunder Bay
6042718,3558075,Greenstone,35,Ontario,3558,Thunder Bay
6042719,3558075,Greenstone,35,Ontario,3558,Thunder Bay
6046768,3558090,"Thunder Bay, Unorganized",35,Ontario,3558,Thunder Bay
6048260,3558004,Thunder Bay,35,Ontario,3558,Thunder Bay
6048262,3558004,Thunder Bay,35,Ontario,3558,Thunder Bay
6048268,3558004,Thunder Bay,35,Ontario,3558,Thunder Bay
6049095,3558090,"Thunder Bay, Unorganized",35,Ontario,3558,Thunder Bay
6049443,3558004,Thunder Bay,35,Ontario,3558,Thunder Bay
6057591,3557061,Sault Ste. Marie,35,Ontario,3557,Algoma
6059413,3557076,Wawa,35,Ontario,3557,Algoma
605DJ25,3552036,Killarney,35,Ontario,3552,Sudbury
6061365,3552093,"Sudbury, Unorganized, North Part",35,Ontario,3552,Sudbury
6065006,3552023,Sables-Spanish Rivers,35,Ontario,3552,Sudbury
6068145,3553005,Greater Sudbury / Grand Sudbury,35,Ontario,3553,Greater Sudbury / Grand Sudbury
6068153,3553005,Greater Sudbury / Grand Sudbury,35,Ontario,3553,Greater Sudbury / Grand Sudbury
6072223,3554036,Armstrong,35,Ontario,3554,Timiskaming
6072230,3554036,Armstrong,35,Ontario,3554,Timiskaming
6073976,3556066,Kapuskasing,35,Ontario,3556,Cochrane
6073978,3556066,Kapuskasing,35,Ontario,3556,Cochrane
6073980,3556066,Kapuskasing,35,Ontario,3556,Cochrane
6074211,3554094,"Timiskaming, Unorganized, West Part",35,Ontario,3554,Timiskaming
6075420,3556092,"Cochrane, Unorganized, North Part",35,Ontario,3556,Cochrane
6075425,3556106,Moosonee,35,Ontario,3556,Cochrane
6075435,3556092,"Cochrane, Unorganized, North Part",35,Ontario,3556,Cochrane
6075543,3556092,"Cochrane, Unorganized, North Part",35,Ontario,3556,Cochrane
6078282,3556027,Timmins,35,Ontario,3556,Cochrane
6080192,3548091,"Nipissing, Unorganized, South Part",35,Ontario,3548,Nipissing
6085680,3548044,North Bay,35,Ontario,3548,Nipissing
6085695,3548044,North Bay,35,Ontario,3548,Nipissing
6092919,3551017,Northeastern Manitoulin and the Islands,35,Ontario,3551,Manitoulin
6092920,3551017,Northeastern Manitoulin and the Islands,35,Ontario,3551,Manitoulin
6093005,3551017,Northeastern Manitoulin and the Islands,35,Ontario,3551,Manitoulin
6100971,3507015,Brockville,35,Ontario,3507,Leeds and Grenville
6101335,3547096,Deep River,35,Ontario,3547,Renfrew
6101874,3501012,Cornwall,35,Ontario,3501,"Stormont, Dundas and Glengarry"
6102J13,3509010,Drummond/North Elmsley,35,Ontario,3509,Lanark
6103367,3510020,South Frontenac,35,Ontario,3510,Frontenac
6104027,3507065,North Grenville,35,Ontario,3507,Leeds and Grenville
6104142,3510010,Kingston,35,Ontario,3510,Frontenac
6104725,3507021,Leeds and the Thousand Islands,35,Ontario,3507,Leeds and Grenville
6105976,3506008,Ottawa,35,Ontario,3506,Ottawa
6105978,3506008,Ottawa,35,Ontario,3506,Ottawa
6106001,3506008,Ottawa,35,Ontario,3506,Ottawa
6106396,3547076,Petawawa,35,Ontario,3547,Renfrew
6107276,3502025,The Nation / La Nation,35,Ontario,3502,Prescott and Russell
610FC98,3547076,Petawawa,35,Ontario,3547,Renfrew
6110607,3544053,Muskoka Lakes,35,Ontario,3544,Muskoka
6111769,3543023,Oro-Medonte,35,Ontario,3543,Simcoe
6111792,3543031,Collingwood,35,Ontario,3543,Simcoe
6114295,3543019,Ramara,35,Ontario,3543,Simcoe
6115529,3544002,Gravenhurst,35,Ontario,3544,Muskoka
6116257,3549032,Parry Sound,35,Ontario,3549,Parry Sound
6117684,3543023,Oro-Medonte,35,Ontario,3543,Simcoe
6117700,3543023,Oro-Medonte,35,Ontario,3543,Simcoe
6119498,3541055,South Bruce Peninsula,35,Ontario,3541,Bruce
6119499,3541055,South Bruce Peninsula,35,Ontario,3541,Bruce
611B002,3543003,Adjala-Tosorontio,35,Ontario,3543,Simcoe
611E001,3543021,Essa,35,Ontario,3543,Simcoe
61219J2,3541069,Northern Bruce Peninsula,35,Ontario,3541,Bruce
6122847,3540063,Ashfield-Colborne-Wawanosh,35,Ontario,3540,Huron
6127510,3538030,Sarnia,35,Ontario,3538,Lambton
6127519,3538030,Sarnia,35,Ontario,3538,Lambton
6131983,3528052,Norfolk County,35,Ontario,3528,Haldimand-Norfolk
6132470,3526003,Fort Erie,35,Ontario,3526,Niagara
6133362,3537016,Essex,35,Ontario,3537,Essex
6134190,3537013,Kingsville,35,Ontario,3537,Essex
6134F10,3528052,Norfolk County,35,Ontario,3528,Haldimand-Norfolk
6135583,3534042,West Elgin,35,Ontario,3534,Elgin
6136606,3526011,Port Colborne,35,Ontario,3526,Niagara
6136699,3526053,St. Catharines,35,Ontario,3526,Niagara
6137154,3536020,Chatham-Kent,35,Ontario,3536,Chatham-Kent
6137161,3526028,Pelham,35,Ontario,3526,Niagara
6137304,3526047,Niagara-on-the-Lake,35,Ontario,3526,Niagara
6137362,3534021,St. Thomas,35,Ontario,3534,Elgin
6139148,3526057,Lincoln,35,Ontario,3526,Niagara
6139449,3526014,Wainfleet,35,Ontario,3526,Niagara
6139530,3537039,Windsor,35,Ontario,3537,Essex
613F606,3526011,Port Colborne,35,Ontario,3526,Niagara
613KLLM,3536020,Chatham-Kent,35,Ontario,3536,Chatham-Kent
613P001,3537003,Leamington,35,Ontario,3537,Essex
6142286,3523025,Centre Wellington,35,Ontario,3523,Wellington
6142400,3523025,Centre Wellington,35,Ontario,3523,Wellington
6144239,3530035,Woolwich,35,Ontario,3530,Waterloo
6144473,3539036,London,35,Ontario,3539,Middlesex
6144478,3539036,London,35,Ontario,3539,Middlesex
6145504,3523050,Wellington North,35,Ontario,3523,Wellington
6147188,3530004,North Dumfries,35,Ontario,3530,Waterloo
6149625,3532042,Woodstock,35,Ontario,3532,Oxford
6150689,3512005,Belleville,35,Ontario,3512,Hastings
6151061,3524002,Burlington,35,Ontario,3524,Halton
6151684,3514021,Cobourg,35,Ontario,3514,Northumberland
6151689,3514021,Cobourg,35,Ontario,3514,Northumberland
6152695,3524015,Halton Hills,35,Ontario,3524,Halton
6153193,3525005,Hamilton,35,Ontario,3525,Hamilton
6153301,3525005,Hamilton,35,Ontario,3525,Hamilton
6155878,3518013,Oshawa,35,Ontario,3518,Durham
6156559,3513020,Prince Edward County,35,Ontario,3513,Prince Edward
6158355,3520005,Toronto,35,Ontario,3520,Toronto
6158359,3520005,Toronto,35,Ontario,3520,Toronto
6158409,3519036,Markham,35,Ontario,3519,York
6158731,3521005,Mississauga,35,Ontario,3521,Peel
6158872,3512015,Quinte West,35,Ontario,3512,Hastings
6158875,3512015,Quinte West,35,Ontario,3512,Hastings
6166415,3515013,Cavan Monaghan,35,Ontario,3515,Peterborough
6166456,3515014,Peterborough,35,Ontario,3515,Peterborough
616I001,3512061,Bancroft,35,Ontario,3512,Hastings
8300301,1102075,Charlottetown,11,Prince Edward Island / Île-du-Prince-Édouard,1102,Queens
8300418,1101039,Lot 47,11,Prince Edward Island / Île-du-Prince-Édouard,1101,Kings
8300497,1102042,Lot 23,11,Prince Edward Island / Île-du-Prince-Édouard,1102,Queens
8300516,1103058,Lot  1,11,Prince Edward Island / Île-du-Prince-Édouard,1103,Prince
8300562,1101042,Lot 41,11,Prince Edward Island / Île-du-Prince-Édouard,1101,Kings
8300590,1102052,Lot 34,11,Prince Edward Island / Île-du-Prince-Édouard,1102,Queens
8300596,1103019,Lot 17,11,Prince Edward Island / Île-du-Prince-Édouard,1103,Prince
830P001,1102049,Lot 33,11,Prince Edward Island / Île-du-Prince-Édouard,1102,Queens
7010565,2423027,Québec,24,Quebec / Québec,2423,Québec
7011983,2434058,Deschambault-Grondines,24,Quebec / Québec,2434,Portneuf
7014160,2460028,L'Assomption,24,Quebec / Québec,2460,L'Assomption
7015791,2421904,Lac-Jacques-Cartier,24,Quebec / Québec,2421,La Côte-de-Beaupré
7016293,2423027,Québec,24,Quebec / Québec,2423,Québec
7018001,2436033,Shawinigan,24,Quebec / Québec,2436,Shawinigan
7018561,2437067,Trois-Rivières,24,Quebec / Québec,2437,Francheville
7018562,2437067,Trois-Rivières,24,Quebec / Québec,2437,Francheville
7018563,2437067,Trois-Rivières,24,Quebec / Québec,2437,Francheville
701LP0N,2451015,Louiseville,24,Quebec / Québec,2451,Maskinongé
701Q004,2423027,Québec,24,Quebec / Québec,2423,Québec
701Q009,2438020,Lemieux,24,Quebec / Québec,2438,Bécancour
701S001,2423027,Québec,24,Quebec / Québec,2423,Québec
7022579,2446010,Frelighsburg,24,Quebec / Québec,2446,Brome-Missisquoi
7022802,2447017,Granby,24,Quebec / Québec,2447,La Haute-Yamaska
7024280,2443027,Sherbrooke,24,Quebec / Québec,2443,Sherbrooke
7024745,2466023,Montréal,24,Quebec / Québec,2466,Montréal
7025442,2450072,Nicolet,24,Quebec / Québec,2450,Nicolet-Yamaska
7027039,2468020,Sainte-Clotilde,24,Quebec / Québec,2468,Les Jardins-de-Napierville
7027329,2458227,Longueuil,24,Quebec / Québec,2458,Longueuil
7028123,2441038,Cookshire-Eaton,24,Quebec / Québec,2441,Le Haut-Saint-François
7028442,2431084,Thetford Mines,24,Quebec / Québec,2431,Les Appalaches
7028754,2427028,Beauceville,24,Quebec / Québec,2427,Robert-Cliche
702FHL8,2466117,Sainte-Anne-de-Bellevue,24,Quebec / Québec,2466,Montréal
702FQLF,2469070,Saint-Anicet,24,Quebec / Québec,2469,Le Haut-Saint-Laurent
702LED4,2456083,Saint-Jean-sur-Richelieu,24,Quebec / Québec,2456,Le Haut-Richelieu
702S006,2466023,Montréal,24,Quebec / Québec,2466,Montréal
7033121,2480145,Bowman,24,Quebec / Québec,2480,Papineau
7034482,2483060,Messines,24,Quebec / Québec,2483,La Vallée-de-la-Gatineau
703GDKB,2478102,Mont-Tremblant,24,Quebec / Québec,2478,Les Laurentides
7040442,2496025,Pointe-Lebel,24,Quebec / Québec,2496,Manicouagan
7040444,2496025,Pointe-Lebel,24,Quebec / Québec,2496,Manicouagan
7040815,2498005,Blanc-Sablon,24,Quebec / Québec,2498,Minganie--Le Golfe-du-Saint-Laurent
7040816,2498005,Blanc-Sablon,24,Quebec / Québec,2498,Minganie--Le Golfe-du-Saint-Laurent
7041100,2498015,Côte-Nord-du-Golfe-du-Saint-Laurent,24,Quebec / Québec,2498,Minganie--Le Golfe-du-Saint-Laurent
7041166,2494230,Sainte-Rose-du-Nord,24,Quebec / Québec,2494,Le Saguenay-et-son-Fjord
7041312,2416005,Petite-Rivière-Saint-François,24,Quebec / Québec,2416,Charlevoix
7041382,2498015,Côte-Nord-du-Golfe-du-Saint-Laurent,24,Quebec / Québec,2498,Minganie--Le Golfe-du-Saint-Laurent
7041JG6,2421020,Saint-Joachim,24,Quebec / Québec,2421,La Côte-de-Beaupré
7042395,2421904,Lac-Jacques-Cartier,24,Quebec / Québec,2421,La Côte-de-Beaupré
7042845,2495018,Les Bergeronnes,24,Quebec / Québec,2495,La Haute-Côte-Nord
7043019,2498040,Havre-Saint-Pierre,24,Quebec / Québec,2498,Minganie--Le Golfe-du-Saint-Laurent
7043B79,2498045,Longue-Pointe-de-Mingan,24,Quebec / Québec,2498,Minganie--Le Golfe-du-Saint-Laurent
7043BP9,2495005,Tadoussac,24,Quebec / Québec,2495,La Haute-Côte-Nord
7044328,2498045,Longue-Pointe-de-Mingan,24,Quebec / Québec,2498,Minganie--Le Golfe-du-Saint-Laurent
7045398,2498025,Natashquan,24,Quebec / Québec,2498,Minganie--Le Golfe-du-Saint-Laurent
7045401,2498025,Natashquan,24,Quebec / Québec,2498,Minganie--Le Golfe-du-Saint-Laurent
7046059,2495005,Tadoussac,24,Quebec / Québec,2495,La Haute-Côte-Nord
704607C,2494930,Mont-Valin,24,Quebec / Québec,2494,Le Saguenay-et-son-Fjord
7047911,2497007,Sept-Îles,24,Quebec / Québec,2497,Sept-Rivières--Caniapiscau
7047914,2497007,Sept-Îles,24,Quebec / Québec,2497,Sept-Rivières--Caniapiscau
704C64L,2498904,Lac-Jérôme,24,Quebec / Québec,2498,Minganie--Le Golfe-du-Saint-Laurent
704F0PN,2496005,Baie-Trinité,24,Quebec / Québec,2496,Manicouagan
704Q003,2497007,Sept-Îles,24,Quebec / Québec,2497,Sept-Rivières--Caniapiscau
704S001,2496020,Baie-Comeau,24,Quebec / Québec,2496,Manicouagan
7051050,2402005,Percé,24,Quebec / Québec,2402,Le Rocher-Percé
7051163,2404005,Sainte-Madeleine-de-la-Rivière-Madeleine,24,Quebec / Québec,2404,La Haute-Gaspésie
7051201,2407018,Causapscal,24,Quebec / Québec,2407,La Matapédia
7052601,2403005,Gaspé,24,Quebec / Québec,2403,La Côte-de-Gaspé
7052602,2403005,Gaspé,24,Quebec / Québec,2403,La Côte-de-Gaspé
7053038,2498020,L'Île-d'Anticosti,24,Quebec / Québec,2498,Minganie--Le Golfe-du-Saint-Laurent
7053254,2401023,Les Îles-de-la-Madeleine,24,Quebec / Québec,2401,Les Îles-de-la-Madeleine
7053KGR,2401023,Les Îles-de-la-Madeleine,24,Quebec / Québec,2401,Les Îles-de-la-Madeleine
7054096,2414090,Sainte-Anne-de-la-Pocatière,24,Quebec / Québec,2414,Kamouraska
7055121,2409077,Mont-Joli,24,Quebec / Québec,2409,La Mitis
7055122,2409077,Mont-Joli,24,Quebec / Québec,2409,La Mitis
7055422,2405040,New Carlisle,24,Quebec / Québec,2405,Bonaventure
7056068,2410043,Rimouski,24,Quebec / Québec,2410,Rimouski-Neigette
7056202,2498020,L'Île-d'Anticosti,24,Quebec / Québec,2498,Minganie--Le Golfe-du-Saint-Laurent
7056616,2412072,Rivière-du-Loup,24,Quebec / Québec,2412,Rivière-du-Loup
705LKPQ,2410043,Rimouski,24,Quebec / Québec,2410,Rimouski-Neigette
705S002,2404047,Cap-Chat,24,Quebec / Québec,2404,La Haute-Gaspésie
7060400,2494068,Saguenay,24,Quebec / Québec,2494,Le Saguenay-et-son-Fjord
7061288,2492904,Rivière-Mistassini,24,Quebec / Québec,2492,Maria-Chapdelaine
7061541,2494930,Mont-Valin,24,Quebec / Québec,2494,Le Saguenay-et-son-Fjord
7063370,2494068,Saguenay,24,Quebec / Québec,2494,Le Saguenay-et-son-Fjord
7064181,2494068,Saguenay,24,Quebec / Québec,2494,Le Saguenay-et-son-Fjord
7065012,2493042,Alma,24,Quebec / Québec,2493,Lac-Saint-Jean-Est
7065639,2492040,Normandin,24,Quebec / Québec,2492,Maria-Chapdelaine
7065738,2494930,Mont-Valin,24,Quebec / Québec,2494,Le Saguenay-et-son-Fjord
7066686,2491025,Roberval,24,Quebec / Québec,2491,Le Domaine-du-Roy
7066687,2491025,Roberval,24,Quebec / Québec,2491,Le Domaine-du-Roy
706I001,2494930,Mont-Valin,24,Quebec / Québec,2494,Le Saguenay-et-son-Fjord
706I155,2494930,Mont-Valin,24,Quebec / Québec,2494,Le Saguenay-et-son-Fjord
706Q001,2494068,Saguenay,24,Quebec / Québec,2494,Le Saguenay-et-son-Fjord
7075800,2490012,La Tuque,24,Quebec / Québec,2490,La Tuque
7077571,2462908,Lac-Matawin,24,Quebec / Québec,2462,Matawinie
707DBD4,2490012,La Tuque,24,Quebec / Québec,2490,La Tuque
7080468,2485005,Témiscaming,24,Quebec / Québec,2485,Témiscamingue
7086716,2486042,Rouyn-Noranda,24,Quebec / Québec,2486,Rouyn-Noranda
7086719,2486042,Rouyn-Noranda,24,Quebec / Québec,2486,Rouyn-Noranda
7091299,2499060,Eeyou Istchee Baie-James,24,Quebec / Québec,2499,Nord-du-Québec
7091409,2499060,Eeyou Istchee Baie-James,24,Quebec / Québec,2499,Nord-du-Québec
7091410,2499060,Eeyou Istchee Baie-James,24,Quebec / Québec,2499,Nord-du-Québec
7093714,2499060,Eeyou Istchee Baie-James,24,Quebec / Québec,2499,Nord-du-Québec
7093716,2499060,Eeyou Istchee Baie-James,24,Quebec / Québec,2499,Nord-du-Québec
7093GJ5,2499060,Eeyou Istchee Baie-James,24,Quebec / Québec,2499,Nord-du-Québec
7094636,2499015,Matagami,24,Quebec / Québec,2499,Nord-du-Québec
7094637,2499015,Matagami,24,Quebec / Québec,2499,Nord-du-Québec
7098600,2489008,Val-d'Or,24,Quebec / Québec,2489,La Vallée-de-l'Or
7098603,2489008,Val-d'Or,24,Quebec / Québec,2489,La Vallée-de-l'Or
7103280,2499085,Inukjuak,24,Quebec / Québec,2499,Nord-du-Québec
7103537,2499075,Kuujjuarapik,24,Quebec / Québec,2499,Nord-du-Québec
7103539,2499904,Baie-d'Hudson,24,Quebec / Québec,2499,Nord-du-Québec
710S005,2499085,Inukjuak,24,Quebec / Québec,2499,Nord-du-Québec
7113535,2499095,Kuujjuaq,24,Quebec / Québec,2499,Nord-du-Québec
7117823,2497040,Schefferville,24,Quebec / Québec,2497,Sept-Rivières--Caniapiscau
7117824,2497040,Schefferville,24,Quebec / Québec,2497,Sept-Rivières--Caniapiscau
4010811,4706013,Bratt's Lake No. 129,47,Saskatchewan,4706,Division No.  6
4010879,4705028,Elcapo No. 154,47,Saskatchewan,4705,Division No.  5
4010984,4707038,Moose Jaw No. 161,47,Saskatchewan,4707,Division No.  7
4012403,4701022,Estevan No. 5,47,Saskatchewan,4701,Division No.  1
4012410,4701022,Estevan No. 5,47,Saskatchewan,4701,Division No.  1
4013480,4706038,Indian Head No. 156,47,Saskatchewan,4706,Division No.  6
4013660,4710008,Kellross No. 247,47,Saskatchewan,4710,Division No. 10
4014040,4705014,Kingsley No. 124,47,Saskatchewan,4705,Division No.  5
4014145,4705093,Churchbridge No. 211,47,Saskatchewan,4705,Division No.  5
4014156,4711042,Wreford No. 280,47,Saskatchewan,4711,Division No. 11
4014322,4710056,Leroy No. 339,47,Saskatchewan,4710,Division No. 10
4014481,4710008,Kellross No. 247,47,Saskatchewan,4710,Division No. 10
4015322,4707038,Moose Jaw No. 161,47,Saskatchewan,4707,Division No.  7
4015440,4715001,St. Peter No. 369,47,Saskatchewan,4715,Division No. 15
4015800,4701036,Moose Creek No. 33,47,Saskatchewan,4701,Division No.  1
4015870,4709023,Insinger No. 275,47,Saskatchewan,4709,Division No.  9
4016322,4706034,South Qu'Appelle No. 157,47,Saskatchewan,4706,Division No.  6
4016566,4706027,Regina,47,Saskatchewan,4706,Division No.  6
4016699,4706027,Regina,47,Saskatchewan,4706,Division No.  6
4018642,4711046,Usborne No. 310,47,Saskatchewan,4711,Division No. 11
4019041,4702069,Scott No. 98,47,Saskatchewan,4702,Division No.  2
4019073,4709011,Orkney No. 244,47,Saskatchewan,4709,Division No.  9
4019075,4709011,Orkney No. 244,47,Saskatchewan,4709,Division No.  9
40190LN,4710046,Big Quill No. 308,47,Saskatchewan,4710,Division No. 10
401HP5R,4702044,Weyburn No. 67,47,Saskatchewan,4702,Division No.  2
4020286,4703034,Lake of the Rivers No. 72,47,Saskatchewan,4703,Division No.  3
4020560,4707063,Victory No. 226,47,Saskatchewan,4707,Division No.  7
4022359,4711018,Loreburn No. 254,47,Saskatchewan,4711,Division No. 11
4022363,4711018,Loreburn No. 254,47,Saskatchewan,4711,Division No. 11
4024714,4707058,Canaan No. 225,47,Saskatchewan,4707,Division No.  7
4024919,4704048,Maple Creek,47,Saskatchewan,4704,Division No.  4
4026847,4707066,King George No. 256,47,Saskatchewan,4707,Division No.  7
4027775,4708039,Stewart Valley,47,Saskatchewan,4708,Division No.  8
4028038,4708001,Swift Current No. 137,47,Saskatchewan,4708,Division No.  8
4028060,4708001,Swift Current No. 137,47,Saskatchewan,4708,Division No.  8
402DAF0,4708056,Happyland No. 231,47,Saskatchewan,4708,Division No.  8
40318MN,4703001,Hart Butte No. 11,47,Saskatchewan,4703,Division No.  3
4031999,4704045,Maple Creek No. 111,47,Saskatchewan,4704,Division No.  4
4032322,4704024,White Valley No. 49,47,Saskatchewan,4704,Division No.  4
4034910,4703018,Mankota No. 45,47,Saskatchewan,4703,Division No.  3
4036844,4703006,Poplar Valley No. 12,47,Saskatchewan,4703,Division No.  3
4038412,4704003,Val Marie No. 17,47,Saskatchewan,4704,Division No.  4
4041000,4717032,Frenchman Butte No. 501,47,Saskatchewan,4717,Division No. 17
4043899,4713006,Kindersley No. 290,47,Saskatchewan,4713,Division No. 13
4043901,4713006,Kindersley No. 290,47,Saskatchewan,4713,Division No. 13
4045607,4716029,North Battleford,47,Saskatchewan,4716,Division No. 16
4045695,4716029,North Battleford,47,Saskatchewan,4716,Division No. 16
4046884,4712004,St. Andrews No. 287,47,Saskatchewan,4712,Division No. 12
4047240,4713062,Scott,47,Saskatchewan,4713,Division No. 13
4047644,4712069,Glenside No. 377,47,Saskatchewan,4712,Division No. 12
4048521,4717017,Eldon No. 471,47,Saskatchewan,4717,Division No. 17
4055079,4714047,Star City No. 428,47,Saskatchewan,4714,Division No. 14
4055736,4711026,Rudy No. 284,47,Saskatchewan,4711,Division No. 11
4056121,4715044,Three Lakes No. 400,47,Saskatchewan,4715,Division No. 15
4056241,4715066,Prince Albert,47,Saskatchewan,4715,Division No. 15
4056243,4715066,Prince Albert,47,Saskatchewan,4715,Division No. 15
4057152,4711066,Saskatoon,47,Saskatchewan,4711,Division No. 11
4057165,4711066,Saskatoon,47,Saskatchewan,4711,Division No. 11
4060983,4718070,Buffalo Narrows,47,Saskatchewan,4718,Division No. 18
4060988,4718070,Buffalo Narrows,47,Saskatchewan,4718,Division No. 18
4061620,4718090,"Division No. 18, Unorganized",47,Saskatchewan,4718,Division No. 18
4061632,4718090,"Division No. 18, Unorganized",47,Saskatchewan,4718,Division No. 18
4063605,4718090,"Division No. 18, Unorganized",47,Saskatchewan,4718,Division No. 18
4063623,4718090,"Division No. 18, Unorganized",47,Saskatchewan,4718,Division No. 18
4063753,4718090,"Division No. 18, Unorganized",47,Saskatchewan,4718,Division No. 18
4063757,4718090,"Division No. 18, Unorganized",47,Saskatchewan,4718,Division No. 18
4064149,4718090,"Division No. 18, Unorganized",47,Saskatchewan,4718,Division No. 18
4064155,4718041,La Ronge,47,Saskatchewan,4718,Division No. 18
4064620,4717056,Loon Lake No. 561,47,Saskatchewan,4717,Division No. 17
4065063,4717054,Meadow Lake No. 588,47,Saskatchewan,4717,Division No. 17
4067655,4718826,Southend No. 200A,47,Saskatchewan,4718,Division No. 18
4067723,4716056,Spiritwood No. 496,47,Saskatchewan,4716,Division No. 16
4067799,4718090,"Division No. 18, Unorganized",47,Saskatchewan,4718,Division No. 18
4068559,4716053,Prince Albert National Park,47,Saskatchewan,4716,Division No. 16
406N0NM,4717054,Meadow Lake No. 588,47,Saskatchewan,4717,Division No. 17
406QLD0,4718090,"Division No. 18, Unorganized",47,Saskatchewan,4718,Division No. 18
4075525,4714072,Nipawin No. 487,47,Saskatchewan,4714,Division No. 14
407N51G,4714072,Nipawin No. 487,47,Saskatchewan,4714,Division No. 14
4083324,4714001,Hudson Bay No. 394,47,Saskatchewan,4714,Division No. 14
2100155,6001045,"Yukon, Unorganized",60,Yukon,6001,Yukon
2100181,6001039,Burwash Landing,60,Yukon,6001,Yukon
2100301,6001012,Carmacks,60,Yukon,6001,Yukon
2100407,6001045,"Yukon, Unorganized",60,Yukon,6001,Yukon
2100518,6001045,"Yukon, Unorganized",60,Yukon,6001,Yukon
2100527,6001045,"Yukon, Unorganized",60,Yukon,6001,Yukon
2100630,6001018,Haines Junction,60,Yukon,6001,Yukon
2100636,6001045,"Yukon, Unorganized",60,Yukon,6001,Yukon
2100660,6001045,"Yukon, Unorganized",60,Yukon,6001,Yukon
2100693,6001045,"Yukon, Unorganized",60,Yukon,6001,Yukon
2100697,6001045,"Yukon, Unorganized",60,Yukon,6001,Yukon
2100701,6001022,Mayo,60,Yukon,6001,Yukon
2100702,6001022,Mayo,60,Yukon,6001,Yukon
2100805,6001043,Old Crow,60,Yukon,6001,Yukon
2100807,6001043,Old Crow,60,Yukon,6001,Yukon
2100840,6001045,"Yukon, Unorganized",60,Yukon,6001,Yukon
2100935,6001045,"Yukon, Unorganized",60,Yukon,6001,Yukon
2100950,6001045,"Yukon, Unorganized",60,Yukon,6001,Yukon
2100LRP,6001045,"Yukon, Unorganized",60,Yukon,6001,Yukon
2101095,6001059,Macpherson-Grizzly Valley,60,Yukon,6001,Yukon
2101102,6001007,Teslin Post 13,60,Yukon,6001,Yukon
2101106,6001007,Teslin Post 13,60,Yukon,6001,Yukon
2101201,6001045,"Yukon, Unorganized",60,Yukon,6001,Yukon
2101202,6001045,"Yukon, Unorganized",60,Yukon,6001,Yukon
2101204,6001045,"Yukon, Unorganized",60,Yukon,6001,Yukon
2101303,6001009,Whitehorse,60,Yukon,6001,Yukon
2101310,6001009,Whitehorse,60,Yukon,6001,Yukon
