x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-112.96666666666667,54.28333333333333,ABEE AGDM,3010010,3010010.2022.1.1,2022-01-01 00:00:00,AB,2022,1,1,-28.4,,-40.6,,-16.3,,0.4,,,,,,,,,,,,0,,46.4,,67,,82,
-112.96666666666667,54.28333333333333,ABEE AGDM,3010010,3010010.2022.1.2,2022-01-02 00:00:00,AB,2022,1,2,-18.8,,-24.2,,-13.3,,,M,,,,,,,35,,36,,0,,36.8,,71,,86,
-112.96666666666667,54.28333333333333,ABEE AGDM,3010010,3010010.2022.1.3,2022-01-03 00:00:00,AB,2022,1,3,-25.3,,-26.5,,-24.1,,4.3,,,,,,,,,,,,0,,43.3,,71,,77,
-112.96666666666667,54.28333333333333,ABEE AGDM,3010010,3010010.2022.1.4,2022-01-04 00:00:00,AB,2022,1,4,-29.2,,-32.4,,-26,,0.4,,,,,,,,36,,36,,0,,47.2,,67,,74,
-112.96666666666667,54.28333333333333,ABEE AGDM,3010010,3010010.2022.1.5,2022-01-05 00:00:00,AB,2022,1,5,-33.3,,-37.2,,-29.3,,0.5,,,,,,,,,,,,0,,51.3,,69,,74,
-112.96666666666667,54.28333333333333,ABEE AGDM,3010010,3010010.2022.1.6,2022-01-06 00:00:00,AB,2022,1,6,-33.3,,-39,,-27.6,,,M,,,,,,,,,,,0,,51.3,,68,,74,
-112.96666666666667,54.28333333333333,ABEE AGDM,3010010,3010010.2022.1.7,2022-01-07 00:00:00,AB,2022,1,7,-29.5,,-33.5,,-25.4,,1.5,,,,,,,,35,,32,,0,,47.5,,69,,74,
-112.96666666666667,54.28333333333333,ABEE AGDM,3010010,3010010.2022.1.8,2022-01-08 00:00:00,AB,2022,1,8,-29.8,,-34.7,,-24.9,,,M,,,,,,,,,,,0,,47.8,,67,,75,
-112.96666666666667,54.28333333333333,ABEE AGDM,3010010,3010010.2022.1.9,2022-01-09 00:00:00,AB,2022,1,9,-25,,-30.8,,-19.2,,1.4,,,,,,,,,,,,0,,43,,74,,78,
-112.96666666666667,54.28333333333333,ABEE AGDM,3010010,3010010.2022.1.10,2022-01-10 00:00:00,AB,2022,1,10,-12.6,,-19.2,,-6.1,,,M,,,,,,,,,,,0,,30.6,,73,,87,
-112.96666666666667,54.28333333333333,ABEE AGDM,3010010,3010010.2022.1.11,2022-01-11 00:00:00,AB,2022,1,11,-5.2,,-13.5,,3.1,,,M,,,,,,,,,,,0,,23.2,,65,,97,
-112.96666666666667,54.28333333333333,ABEE AGDM,3010010,3010010.2022.1.12,2022-01-12 00:00:00,AB,2022,1,12,-0.9,,-5.8,,4,,0.4,,,,,,,,26,,32,,0,,18.9,,70,,96,
-112.96666666666667,54.28333333333333,ABEE AGDM,3010010,3010010.2022.1.13,2022-01-13 00:00:00,AB,2022,1,13,-3.3,,-7.3,,0.8,,1.5,,,,,,,,31,,34,,0,,21.3,,84,,96,
-112.96666666666667,54.28333333333333,ABEE AGDM,3010010,3010010.2022.1.14,2022-01-14 00:00:00,AB,2022,1,14,-8.8,,-16.6,,-1,,,M,,,,,,,,,,,0,,26.8,,85,,94,
-112.96666666666667,54.28333333333333,ABEE AGDM,3010010,3010010.2022.1.15,2022-01-15 00:00:00,AB,2022,1,15,-4.2,,-12.7,,4.2,,0.4,,,,,,,,28,,33,,0,,22.2,,57,,95,
-112.96666666666667,54.28333333333333,ABEE AGDM,3010010,3010010.2022.1.16,2022-01-16 00:00:00,AB,2022,1,16,-4.7,,-10.1,,0.8,,,M,,,,,,,,,,,0,,22.7,,65,,95,
-112.96666666666667,54.28333333333333,ABEE AGDM,3010010,3010010.2022.1.17,2022-01-17 00:00:00,AB,2022,1,17,-9.7,,-20.2,,0.9,,3.2,,,,,,,,34,,57,,0,,27.7,,75,,97,
-112.96666666666667,54.28333333333333,ABEE AGDM,3010010,3010010.2022.1.18,2022-01-18 00:00:00,AB,2022,1,18,-28.3,,-36.6,,-20,,0,,,,,,,,34,,48,,0,,46.3,,65,,78,
-112.96666666666667,54.28333333333333,ABEE AGDM,3010010,3010010.2022.1.19,2022-01-19 00:00:00,AB,2022,1,19,-32.5,,-40.1,,-24.9,,,M,,,,,,,,,,,0,,50.5,,68,,78,
-112.96666666666667,54.28333333333333,ABEE AGDM,3010010,3010010.2022.1.20,2022-01-20 00:00:00,AB,2022,1,20,-12.1,,-26.2,,1.9,,0.5,,,,,,,,33,,52,,0,,30.1,,73,,86,
-112.96666666666667,54.28333333333333,ABEE AGDM,3010010,3010010.2022.1.21,2022-01-21 00:00:00,AB,2022,1,21,-6.1,,-12.6,,0.4,,0.7,,,,,,,,33,,69,,0,,24.1,,65,,89,
-112.96666666666667,54.28333333333333,ABEE AGDM,3010010,3010010.2022.1.22,2022-01-22 00:00:00,AB,2022,1,22,-4.8,,-10.7,,1.1,,0,,,,,,,,,,,,0,,22.8,,62,,94,
-111.18111277777778,53.11333444444445,ALBERT HALL AGCM,3010060,3010060.2022.1.1,2022-01-01 00:00:00,AB,2022,1,1,-27.2,,-39.3,,-15.1,,0.5,,,,,,,,,M,,M,0,,45.2,,66,,75,
-111.18111277777778,53.11333444444445,ALBERT HALL AGCM,3010060,3010060.2022.1.2,2022-01-02 00:00:00,AB,2022,1,2,-15.7,,-22.3,,-9.2,,0.5,,,,,,,,,M,,M,0,,33.7,,70,,88,
-111.18111277777778,53.11333444444445,ALBERT HALL AGCM,3010060,3010060.2022.1.3,2022-01-03 00:00:00,AB,2022,1,3,-22.9,,-24.8,,-21.1,,4.2,,,,,,,,,M,,M,0,,40.9,,77,,81,
-111.18111277777778,53.11333444444445,ALBERT HALL AGCM,3010060,3010060.2022.1.4,2022-01-04 00:00:00,AB,2022,1,4,-29.4,,-35,,-23.8,,0.8,,,,,,,,,M,,M,0,,47.4,,71,,80,
-111.18111277777778,53.11333444444445,ALBERT HALL AGCM,3010060,3010060.2022.1.5,2022-01-05 00:00:00,AB,2022,1,5,-33.9,,-37.8,,-30,,0.6,,,,,,,,,M,,M,0,,51.9,,68,,73,
-111.18111277777778,53.11333444444445,ALBERT HALL AGCM,3010060,3010060.2022.1.6,2022-01-06 00:00:00,AB,2022,1,6,-30.2,,-34.7,,-25.7,,0,,,,,,,,,M,,M,0,,48.2,,66,,77,
-111.18111277777778,53.11333444444445,ALBERT HALL AGCM,3010060,3010060.2022.1.7,2022-01-07 00:00:00,AB,2022,1,7,-29.2,,-33.2,,-25.1,,1.7,,,,,,,,,M,,M,0,,47.2,,73,,77,
-111.18111277777778,53.11333444444445,ALBERT HALL AGCM,3010060,3010060.2022.1.8,2022-01-08 00:00:00,AB,2022,1,8,-28,,-30.9,,-25.1,,0,,,,,,,,,M,,M,0,,46,,68,,78,
-111.18111277777778,53.11333444444445,ALBERT HALL AGCM,3010060,3010060.2022.1.9,2022-01-09 00:00:00,AB,2022,1,9,-23.5,,-28.1,,-19,,0.4,,,,,,,,,M,,M,0,,41.5,,71,,80,
-111.18111277777778,53.11333444444445,ALBERT HALL AGCM,3010060,3010060.2022.1.10,2022-01-10 00:00:00,AB,2022,1,10,-10.3,,-22.3,,1.7,,0,,,,,,,,,M,,M,0,,28.3,,67,,89,
-111.18111277777778,53.11333444444445,ALBERT HALL AGCM,3010060,3010060.2022.1.11,2022-01-11 00:00:00,AB,2022,1,11,-0.5,,-4.2,,3.1,,0,,,,,,,,,M,,M,0,,18.5,,67,,87,
-111.18111277777778,53.11333444444445,ALBERT HALL AGCM,3010060,3010060.2022.1.12,2022-01-12 00:00:00,AB,2022,1,12,-1.4,,-6,,3.1,,0.5,,,,,,,,,M,,M,0,,19.4,,71,,95,
-111.18111277777778,53.11333444444445,ALBERT HALL AGCM,3010060,3010060.2022.1.13,2022-01-13 00:00:00,AB,2022,1,13,-3.7,,-8.5,,1.1,,1.2,,,,,,,,,M,,M,0,,21.7,,91,,100,
-111.18111277777778,53.11333444444445,ALBERT HALL AGCM,3010060,3010060.2022.1.14,2022-01-14 00:00:00,AB,2022,1,14,-3.3,,-7.6,,1.1,,0.6,,,,,,,,,M,,M,0,,21.3,,,M,,M
-111.18111277777778,53.11333444444445,ALBERT HALL AGCM,3010060,3010060.2022.1.15,2022-01-15 00:00:00,AB,2022,1,15,-1.6,,-7.9,,4.6,,0,,,,,,,,,M,,M,0,,19.6,,61,,97,
-111.18111277777778,53.11333444444445,ALBERT HALL AGCM,3010060,3010060.2022.1.16,2022-01-16 00:00:00,AB,2022,1,16,-2.7,,-6.6,,1.1,,0,,,,,,,,,M,,M,0,,20.7,,67,,91,
-111.18111277777778,53.11333444444445,ALBERT HALL AGCM,3010060,3010060.2022.1.17,2022-01-17 00:00:00,AB,2022,1,17,-7.4,,-16.3,,1.4,,2.9,,,,,,,,,M,,M,0,,25.4,,79,,100,
-111.18111277777778,53.11333444444445,ALBERT HALL AGCM,3010060,3010060.2022.1.18,2022-01-18 00:00:00,AB,2022,1,18,-24.3,,-32.3,,-16.2,,0,,,,,,,,,M,,M,0,,42.3,,72,,83,
-111.18111277777778,53.11333444444445,ALBERT HALL AGCM,3010060,3010060.2022.1.19,2022-01-19 00:00:00,AB,2022,1,19,-31.3,,-40.4,,-22.3,,0.7,,,,,,,,,M,,M,0,,49.3,,66,,81,
-111.18111277777778,53.11333444444445,ALBERT HALL AGCM,3010060,3010060.2022.1.20,2022-01-20 00:00:00,AB,2022,1,20,-10.9,,-26.5,,4.7,,0.4,,,,,,,,,M,,M,0,,28.9,,72,,94,
-111.18111277777778,53.11333444444445,ALBERT HALL AGCM,3010060,3010060.2022.1.21,2022-01-21 00:00:00,AB,2022,1,21,-4.1,,-10.9,,2.6,,0.4,,,,,,,,,M,,M,0,,22.1,,72,,92,
-111.18111277777778,53.11333444444445,ALBERT HALL AGCM,3010060,3010060.2022.1.22,2022-01-22 00:00:00,AB,2022,1,22,-2.9,,-9.2,,3.4,,0.9,,,,,,,,,M,,M,0,,20.9,,78,,99,
-111.77861277777778,52.31527972222222,ALLIANCE AGCM,3010162,3010162.2022.1.1,2022-01-01 00:00:00,AB,2022,1,1,-19.3,,-30.1,,-8.5,,0,,,,,,,,21,,38,,0,,37.3,,50,,75,
-111.77861277777778,52.31527972222222,ALLIANCE AGCM,3010162,3010162.2022.1.2,2022-01-02 00:00:00,AB,2022,1,2,-11.2,,-20.4,,-2.1,,0,,,,,,,,34,,45,,0,,29.2,,56,,89,
-111.77861277777778,52.31527972222222,ALLIANCE AGCM,3010162,3010162.2022.1.3,2022-01-03 00:00:00,AB,2022,1,3,-22.5,,-24.9,,-20.2,,3.6,,,,,,,,5,,31,,0,,40.5,,72,,78,
-111.77861277777778,52.31527972222222,ALLIANCE AGCM,3010162,3010162.2022.1.4,2022-01-04 00:00:00,AB,2022,1,4,-29.5,,-34.2,,-24.8,,0,,,,,,,,33,,43,,0,,47.5,,68,,75,
-111.77861277777778,52.31527972222222,ALLIANCE AGCM,3010162,3010162.2022.1.5,2022-01-05 00:00:00,AB,2022,1,5,-32.2,,-35.9,,-28.4,,0,,,,,,,,,,,,0,,50.2,,68,,73,
-111.77861277777778,52.31527972222222,ALLIANCE AGCM,3010162,3010162.2022.1.6,2022-01-06 00:00:00,AB,2022,1,6,-30.6,,-34.2,,-27,,0,,,,,,,,,,,,0,,48.6,,68,,74,
-111.77861277777778,52.31527972222222,ALLIANCE AGCM,3010162,3010162.2022.1.7,2022-01-07 00:00:00,AB,2022,1,7,-25.9,,-27.6,,-24.2,,1,,,,,,,,31,,47,,0,,43.9,,70,,75,
-111.77861277777778,52.31527972222222,ALLIANCE AGCM,3010162,3010162.2022.1.8,2022-01-08 00:00:00,AB,2022,1,8,-26.6,,-29.4,,-23.9,,0,,,,,,,,32,,48,,0,,44.6,,61,,72,
-111.77861277777778,52.31527972222222,ALLIANCE AGCM,3010162,3010162.2022.1.9,2022-01-09 00:00:00,AB,2022,1,9,-24,,-29,,-19.1,,0,,,,,,,,,,,,0,,42,,64,,73,
-111.77861277777778,52.31527972222222,ALLIANCE AGCM,3010162,3010162.2022.1.10,2022-01-10 00:00:00,AB,2022,1,10,-7.9,,-20.5,,4.7,,0,,,,,,,,29,,38,,0,,25.9,,52,,78,
-111.77861277777778,52.31527972222222,ALLIANCE AGCM,3010162,3010162.2022.1.11,2022-01-11 00:00:00,AB,2022,1,11,0.6,,-3.7,,4.8,,0,,,,,,,,24,,54,,0,,17.4,,55,,73,
-111.77861277777778,52.31527972222222,ALLIANCE AGCM,3010162,3010162.2022.1.12,2022-01-12 00:00:00,AB,2022,1,12,-2.6,,-7,,1.7,,0,,,,,,,,,,,,0,,20.6,,66,,84,
-111.77861277777778,52.31527972222222,ALLIANCE AGCM,3010162,3010162.2022.1.13,2022-01-13 00:00:00,AB,2022,1,13,-1.3,,-4,,1.4,,0,,,,,,,,30,,36,,0,,19.3,,79,,98,
-111.77861277777778,52.31527972222222,ALLIANCE AGCM,3010162,3010162.2022.1.14,2022-01-14 00:00:00,AB,2022,1,14,-1.8,,-4.9,,1.2,,0,,,,,,,,20,,58,,0,,19.8,,80,,94,
-111.77861277777778,52.31527972222222,ALLIANCE AGCM,3010162,3010162.2022.1.15,2022-01-15 00:00:00,AB,2022,1,15,2.2,,-2.1,,6.5,,0,,,,,,,,27,,44,,0,,15.8,,53,,79,
-111.77861277777778,52.31527972222222,ALLIANCE AGCM,3010162,3010162.2022.1.16,2022-01-16 00:00:00,AB,2022,1,16,-3,,-5.6,,-0.3,,0,,,,,,,,28,,31,,0,,21,,61,,80,
-111.77861277777778,52.31527972222222,ALLIANCE AGCM,3010162,3010162.2022.1.17,2022-01-17 00:00:00,AB,2022,1,17,-6.8,,-16.6,,2.9,,0.6,,,,,,,,34,,78,,0,,24.8,,62,,96,
-111.77861277777778,52.31527972222222,ALLIANCE AGCM,3010162,3010162.2022.1.18,2022-01-18 00:00:00,AB,2022,1,18,-23.8,,-31.1,,-16.6,,0,,,,,,,,33,,73,,0,,41.8,,69,,83,
-111.77861277777778,52.31527972222222,ALLIANCE AGCM,3010162,3010162.2022.1.19,2022-01-19 00:00:00,AB,2022,1,19,-26.2,,-33.4,,-19,,0.4,,,,,,,,16,,41,,0,,44.2,,67,,77,
-111.77861277777778,52.31527972222222,ALLIANCE AGCM,3010162,3010162.2022.1.20,2022-01-20 00:00:00,AB,2022,1,20,-7.4,,-19.1,,4.4,,0,,,,,,,,30,,72,,0,,25.4,,63,,80,
-111.77861277777778,52.31527972222222,ALLIANCE AGCM,3010162,3010162.2022.1.21,2022-01-21 00:00:00,AB,2022,1,21,-2,,-7.5,,3.4,,1.1,,,,,,,,31,,71,,0,,20,,69,,96,
-111.77861277777778,52.31527972222222,ALLIANCE AGCM,3010162,3010162.2022.1.22,2022-01-22 00:00:00,AB,2022,1,22,4.1,,1.2,,7,,0.6,,,,,,,,24,,45,,0,,13.9,,49,,90,
-112.27916666666667,53.91694444444445,ANDREW AGDM,3010237,3010237.2022.1.1,2022-01-01 00:00:00,AB,2022,1,1,-26.6,,-38.8,,-14.3,,0,,,,,,,,,,,,0,,44.6,,68,,81,
-112.27916666666667,53.91694444444445,ANDREW AGDM,3010237,3010237.2022.1.2,2022-01-02 00:00:00,AB,2022,1,2,-19,,-25,,-12.9,,0.4,,,,,,,,35,,40,,0,,37,,71,,87,
-112.27916666666667,53.91694444444445,ANDREW AGDM,3010237,3010237.2022.1.3,2022-01-03 00:00:00,AB,2022,1,3,-24.5,,-25.8,,-23.2,,3.6,,,,,,,,5,,35,,0,,42.5,,72,,77,
-112.27916666666667,53.91694444444445,ANDREW AGDM,3010237,3010237.2022.1.4,2022-01-04 00:00:00,AB,2022,1,4,-29.1,,-34.7,,-23.5,,1.5,,,,,,,,,,,,0,,47.1,,67,,76,
-112.27916666666667,53.91694444444445,ANDREW AGDM,3010237,3010237.2022.1.5,2022-01-05 00:00:00,AB,2022,1,5,-32.9,,-36.8,,-29,,0.4,,,,,,,,,,,,0,,50.9,,70,,74,
-112.27916666666667,53.91694444444445,ANDREW AGDM,3010237,3010237.2022.1.6,2022-01-06 00:00:00,AB,2022,1,6,-31.6,,-36.7,,-26.4,,0.4,,,,,,,,,,,,0,,49.6,,69,,75,
-112.27916666666667,53.91694444444445,ANDREW AGDM,3010237,3010237.2022.1.7,2022-01-07 00:00:00,AB,2022,1,7,-30.6,,-36.1,,-25.1,,0.9,,,,,,,,32,,36,,0,,48.6,,70,,74,
-112.27916666666667,53.91694444444445,ANDREW AGDM,3010237,3010237.2022.1.8,2022-01-08 00:00:00,AB,2022,1,8,-29.9,,-34.5,,-25.3,,0.5,,,,,,,,31,,33,,0,,47.9,,67,,75,
-112.27916666666667,53.91694444444445,ANDREW AGDM,3010237,3010237.2022.1.9,2022-01-09 00:00:00,AB,2022,1,9,-25.2,,-31.6,,-18.8,,0,,,,,,,,16,,33,,0,,43.2,,71,,80,
-112.27916666666667,53.91694444444445,ANDREW AGDM,3010237,3010237.2022.1.10,2022-01-10 00:00:00,AB,2022,1,10,-15.2,,-20.4,,-10,,0,,,,,,,,,,,,0,,33.2,,71,,86,
-112.27916666666667,53.91694444444445,ANDREW AGDM,3010237,3010237.2022.1.11,2022-01-11 00:00:00,AB,2022,1,11,-3.7,,-10,,2.6,,0,,,,,,,,26,,39,,0,,21.7,,63,,96,
-112.27916666666667,53.91694444444445,ANDREW AGDM,3010237,3010237.2022.1.12,2022-01-12 00:00:00,AB,2022,1,12,-1.9,,-7.9,,4.1,,0,,,,,,,,,,,,0,,19.9,,67,,93,
-112.27916666666667,53.91694444444445,ANDREW AGDM,3010237,3010237.2022.1.13,2022-01-13 00:00:00,AB,2022,1,13,-3,,-6.9,,0.9,,1.8,,,,,,,,,,,,0,,21,,83,,96,
-112.27916666666667,53.91694444444445,ANDREW AGDM,3010237,3010237.2022.1.14,2022-01-14 00:00:00,AB,2022,1,14,-7.4,,-15.3,,0.6,,0,,,,,,,,,,,,0,,25.4,,80,,94,
-112.27916666666667,53.91694444444445,ANDREW AGDM,3010237,3010237.2022.1.15,2022-01-15 00:00:00,AB,2022,1,15,-2.9,,-11,,5.2,,0,,,,,,,,29,,55,,0,,20.9,,56,,97,
-112.27916666666667,53.91694444444445,ANDREW AGDM,3010237,3010237.2022.1.16,2022-01-16 00:00:00,AB,2022,1,16,-3.5,,-6.6,,-0.5,,0,,,,,,,,,,,,0,,21.5,,71,,93,
-112.27916666666667,53.91694444444445,ANDREW AGDM,3010237,3010237.2022.1.17,2022-01-17 00:00:00,AB,2022,1,17,-9,,-18.7,,0.8,,3.4,,,,,,,,33,,60,,0,,27,,77,,97,
-112.27916666666667,53.91694444444445,ANDREW AGDM,3010237,3010237.2022.1.18,2022-01-18 00:00:00,AB,2022,1,18,-26.8,,-34.8,,-18.7,,0.4,,,,,,,,33,,50,,0,,44.8,,69,,77,
-112.27916666666667,53.91694444444445,ANDREW AGDM,3010237,3010237.2022.1.19,2022-01-19 00:00:00,AB,2022,1,19,-30.7,,-38.1,,-23.3,,0,,,,,,,,,,,,0,,48.7,,70,,78,
-112.27916666666667,53.91694444444445,ANDREW AGDM,3010237,3010237.2022.1.20,2022-01-20 00:00:00,AB,2022,1,20,-10.3,,-23.8,,3.2,,0,,,,,,,,31,,64,,0,,28.3,,74,,87,
-112.27916666666667,53.91694444444445,ANDREW AGDM,3010237,3010237.2022.1.21,2022-01-21 00:00:00,AB,2022,1,21,-5.8,,-12.7,,1.1,,0.4,,,,,,,,33,,67,,0,,23.8,,67,,90,
-112.27916666666667,53.91694444444445,ANDREW AGDM,3010237,3010237.2022.1.22,2022-01-22 00:00:00,AB,2022,1,22,-3.7,,-9.8,,2.3,,0,,,,,,,,,,,,0,,21.7,,66,,94,
-111.46527972222222,52.58222416666667,BELLSHILL AGCM,3010650,3010650.2022.1.1,2022-01-01 00:00:00,AB,2022,1,1,-21.5,,-31.7,,-11.4,,0,,,,,,,,17,,49,,0,,39.5,,64,,77,
-111.46527972222222,52.58222416666667,BELLSHILL AGCM,3010650,3010650.2022.1.2,2022-01-02 00:00:00,AB,2022,1,2,,M,,M,,M,,M,,,,,,,,M,,M,,M,,M,,M,,M
-111.46527972222222,52.58222416666667,BELLSHILL AGCM,3010650,3010650.2022.1.3,2022-01-03 00:00:00,AB,2022,1,3,-22.6,,-24.6,,-20.6,,2.8,,,,,,,,6,,44,,0,,40.6,,76,,83,
-111.46527972222222,52.58222416666667,BELLSHILL AGCM,3010650,3010650.2022.1.4,2022-01-04 00:00:00,AB,2022,1,4,-29.9,,-35.9,,-23.9,,0.4,,,,,,,,33,,44,,0,,47.9,,70,,79,
-111.46527972222222,52.58222416666667,BELLSHILL AGCM,3010650,3010650.2022.1.5,2022-01-05 00:00:00,AB,2022,1,5,,M,,M,,M,,M,,,,,,,,M,,M,,M,,M,,M,,M
-111.46527972222222,52.58222416666667,BELLSHILL AGCM,3010650,3010650.2022.1.6,2022-01-06 00:00:00,AB,2022,1,6,,M,,M,,M,,M,,,,,,,,M,,M,,M,,M,,M,,M
-111.46527972222222,52.58222416666667,BELLSHILL AGCM,3010650,3010650.2022.1.7,2022-01-07 00:00:00,AB,2022,1,7,-26.4,,-28.7,,-24,,1.3,,,,,,,,31,,54,,0,,44.4,,73,,78,
-111.46527972222222,52.58222416666667,BELLSHILL AGCM,3010650,3010650.2022.1.8,2022-01-08 00:00:00,AB,2022,1,8,-27.7,,-31.3,,-24.2,,0,,,,,,,,31,,55,,0,,45.7,,68,,75,
-111.46527972222222,52.58222416666667,BELLSHILL AGCM,3010650,3010650.2022.1.9,2022-01-09 00:00:00,AB,2022,1,9,-22,,-26.2,,-17.8,,0,,,,,,,,16,,40,,0,,40,,66,,79,
-111.46527972222222,52.58222416666667,BELLSHILL AGCM,3010650,3010650.2022.1.10,2022-01-10 00:00:00,AB,2022,1,10,-8,,-20.2,,4.1,,0,,,,,,,,32,,44,,0,,26,,69,,80,
-111.46527972222222,52.58222416666667,BELLSHILL AGCM,3010650,3010650.2022.1.11,2022-01-11 00:00:00,AB,2022,1,11,-0.1,,-3.7,,3.6,,0,,,,,,,,24,,45,,0,,18.1,,55,,83,
-111.46527972222222,52.58222416666667,BELLSHILL AGCM,3010650,3010650.2022.1.12,2022-01-12 00:00:00,AB,2022,1,12,-1.8,,-5.7,,2.1,,0,,,,,,,,19,,37,,0,,19.8,,67,,91,
-111.46527972222222,52.58222416666667,BELLSHILL AGCM,3010650,3010650.2022.1.13,2022-01-13 00:00:00,AB,2022,1,13,-1.4,,-3.8,,1,,0,,,,,,,,,,,,0,,19.4,,,M,,M
-111.46527972222222,52.58222416666667,BELLSHILL AGCM,3010650,3010650.2022.1.14,2022-01-14 00:00:00,AB,2022,1,14,-1.8,,-4.4,,0.9,,0,,,,,,,,17,,57,,0,,19.8,,86,,97,
-111.46527972222222,52.58222416666667,BELLSHILL AGCM,3010650,3010650.2022.1.15,2022-01-15 00:00:00,AB,2022,1,15,1.1,,-4.6,,6.7,,0,,,,,,,,27,,59,,0,,16.9,,65,,93,
-111.46527972222222,52.58222416666667,BELLSHILL AGCM,3010650,3010650.2022.1.16,2022-01-16 00:00:00,AB,2022,1,16,-3.1,,-6.9,,0.7,,0,,,,,,,,28,,39,,0,,21.1,,68,,84,
-111.46527972222222,52.58222416666667,BELLSHILL AGCM,3010650,3010650.2022.1.17,2022-01-17 00:00:00,AB,2022,1,17,-8.1,,-16.3,,0.1,,1.9,,,,,,,,32,,84,,0,,26.1,,,M,,M
-111.46527972222222,52.58222416666667,BELLSHILL AGCM,3010650,3010650.2022.1.18,2022-01-18 00:00:00,AB,2022,1,18,-22.8,,-29.3,,-16.3,,0.4,,,,,,,,33,,81,,0,,40.8,,74,,87,
-111.46527972222222,52.58222416666667,BELLSHILL AGCM,3010650,3010650.2022.1.19,2022-01-19 00:00:00,AB,2022,1,19,-25.2,,-31.8,,-18.6,,0,,,,,,,,17,,69,,0,,43.2,,69,,81,
-111.46527972222222,52.58222416666667,BELLSHILL AGCM,3010650,3010650.2022.1.20,2022-01-20 00:00:00,AB,2022,1,20,-7.1,,-18.6,,4.4,,1.9,,,,,,,,31,,80,,0,,25.1,,70,,90,
-111.46527972222222,52.58222416666667,BELLSHILL AGCM,3010650,3010650.2022.1.21,2022-01-21 00:00:00,AB,2022,1,21,-3.1,,-9,,2.7,,1.3,,,,,,,,32,,76,,0,,21.1,,68,,96,
-111.46527972222222,52.58222416666667,BELLSHILL AGCM,3010650,3010650.2022.1.22,2022-01-22 00:00:00,AB,2022,1,22,-0.9,,-6.5,,4.6,,0.7,,,,,,,,29,,59,,0,,18.9,,70,,99,
-110.10139138888889,52.12416805555556,BODO AGDM,3010730,3010730.2022.1.1,2022-01-01 00:00:00,AB,2022,1,1,-26.1,,-34.8,,-17.4,,0,,,,,,,,17,,31,,0,,44.1,,70,,85,
-110.10139138888889,52.12416805555556,BODO AGDM,3010730,3010730.2022.1.2,2022-01-02 00:00:00,AB,2022,1,2,-10.9,,-18.5,,-3.2,,0,,,,,,,,35,,33,,0,,28.9,,61,,92,
-110.10139138888889,52.12416805555556,BODO AGDM,3010730,3010730.2022.1.3,2022-01-03 00:00:00,AB,2022,1,3,-19.9,,-22.1,,-17.7,,3.1,,,,,,,,8,,40,,0,,37.9,,81,,90,
-110.10139138888889,52.12416805555556,BODO AGDM,3010730,3010730.2022.1.4,2022-01-04 00:00:00,AB,2022,1,4,-27.1,,-32.3,,-21.9,,0.5,,,,,,,,34,,37,,0,,45.1,,71,,86,
-110.10139138888889,52.12416805555556,BODO AGDM,3010730,3010730.2022.1.5,2022-01-05 00:00:00,AB,2022,1,5,-34,,-37.3,,-30.7,,0.4,,,,,,,,,,,,0,,52,,64,,70,
-110.10139138888889,52.12416805555556,BODO AGDM,3010730,3010730.2022.1.6,2022-01-06 00:00:00,AB,2022,1,6,-28.9,,-31.4,,-26.4,,0,,,,,,,,,,,,0,,46.9,,68,,76,
-110.10139138888889,52.12416805555556,BODO AGDM,3010730,3010730.2022.1.7,2022-01-07 00:00:00,AB,2022,1,7,-25.6,,-28,,-23.2,,1.2,,,,,,,,32,,42,,0,,43.6,,72,,81,
-110.10139138888889,52.12416805555556,BODO AGDM,3010730,3010730.2022.1.8,2022-01-08 00:00:00,AB,2022,1,8,-26.8,,-29.5,,-24,,0,,,,,,,,31,,46,,0,,44.8,,65,,76,
-110.10139138888889,52.12416805555556,BODO AGDM,3010730,3010730.2022.1.9,2022-01-09 00:00:00,AB,2022,1,9,-23.9,,-28,,-19.9,,0,,,,,,,,18,,38,,0,,41.9,,70,,81,
-110.10139138888889,52.12416805555556,BODO AGDM,3010730,3010730.2022.1.10,2022-01-10 00:00:00,AB,2022,1,10,-10.5,,-21.6,,0.6,,0,,,,,,,,17,,35,,0,,28.5,,71,,86,
